book,chapter,verse,text,cluster
Mark,7,6,"Well hath Esaias prophesied of you hypocrites, as it is written, This people honoureth me with their lips, but their heart is far from me.",20
Mark,7,7,"Howbeit in vain do they worship me, teaching for doctrines the commandments of men.",10
Mark,7,8,"For laying aside the commandment of God, ye hold the tradition of men, as the washing of pots and cups: and many other such like things ye do.",10
Mark,7,9,"And he said unto them, Full well ye reject the commandment of God, that ye may keep your own tradition.",30
Mark,7,10,"For Moses said, Honour thy father and thy mother; and, Whoso curseth father or mother, let him die the death:",13
Mark,7,11,"But ye say, If a man shall say to his father or mother, It is Corban, that is to say, a gift, by whatsoever thou mightest be profited by me; he shall be free.",20
Mark,7,12,And ye suffer him no more to do ought for his father or his mother;,47
Mark,7,13,"Making the word of God of none effect through your tradition, which ye have delivered: and many such like things do ye.",10
Mark,7,14,"Hearken unto me every one of you, and understand:",47
Mark,7,15,"There is nothing from without a man, that entering into him can defile him: but the things which come out of him, those are they that defile the man.",43
Mark,7,16,"If any man have ears to hear, let him hear.",12
Mark,7,18,Are ye so without understanding also?,3
Mark,7,18,"Do ye not perceive, that whatsoever thing from without entereth into the man, it cannot defile him;",10
Mark,7,19,"Because it entereth not into his heart, but into the belly, and goeth out into the draught, purging all meats?",37
Mark,7,20,"That which cometh out of the man, that defileth the man.",10
Mark,7,21,"For from within, out of the heart of men, proceed evil thoughts, adulteries, fornications, murders,",10
Mark,7,22,"Thefts, covetousness, wickedness, deceit, lasciviousness, an evil eye, blasphemy, pride, foolishness:",10
Mark,7,23,"All these evil things come from within, and defile the man.",10
Mark,7,27,"Let the children first be filled: for it is not meet to take the children's bread, and to cast it unto the dogs.",10
Mark,7,29,For this saying go thy way; the devil is gone out of thy daughter.,10
Mark,7,34,Be opened.,10
Mark,8,2,"I have compassion on the multitude, because they have now been with me three days, and have nothing to eat:",47
Mark,8,3,"And if I send them away fasting to their own houses, they will faint by the way: for divers of them came from far.",10
Mark,8,5,How many loaves have ye?,41
Mark,8,12,Why doth this generation seek after a sign?,3
Mark,8,12,"verily I say unto you, There shall no sign be given unto this generation.",45
Mark,8,15,"Take heed, beware of the leaven of the Pharisees, and of the leaven of Herod.",10
Mark,8,17,"Why reason ye, because ye have no bread?",3
Mark,8,17,"perceive ye not yet, neither understand?",3
Mark,8,17,have ye your heart yet hardened?,3
Mark,8,18,"Having eyes, see ye not?",3
Mark,8,18,"and having ears, hear ye not?",3
Mark,8,18,and do ye not remember?,3
Mark,8,19,"When I brake the five loaves among five thousand, how many baskets full of fragments took ye up?",41
Mark,8,20,"And when the seven among four thousand, how many baskets full of fragments took ye up?",41
Mark,8,21,How is it that ye do not understand?,20
Mark,8,26,"Neither go into the town, nor tell it to any in the town.",10
Mark,8,27,Whom do men say that I am?,7
Mark,8,29,But whom say ye that I am?,7
Mark,8,33,"Get thee behind me, Satan: for thou savourest not the things that be of God, but the things that be of men.",43
Mark,8,34,"Whosoever will come after me, let him deny himself, and take up his cross, and follow me.",13
Mark,8,35,"For whosoever will save his life shall lose it; but whosoever shall lose his life for my sake and the gospel's, the same shall save it.",25
Mark,8,36,"For what shall it profit a man, if he shall gain the whole world, and lose his own soul?",20
Mark,8,37,Or what shall a man give in exchange for his soul?,20
Mark,8,38,"Whosoever therefore shall be ashamed of me and of my words in this adulterous and sinful generation; of him also shall the Son of man be ashamed, when he cometh in the glory of his Father with the holy angels.",5
Mark,9,1,"Verily I say unto you, That there be some of them that stand here, which shall not taste of death, till they have seen the kingdom of God come with power.",2
Mark,9,12,"Elias verily cometh first, and restoreth all things; and how it is written of the Son of man, that he must suffer many things, and be set at nought.",5
Mark,9,13,"But I say unto you, That Elias is indeed come, and they have done unto him whatsoever they listed, as it is written of him.",2
Mark,9,16,What question ye with them?,3
Mark,9,19,"O faithless generation, how long shall I be with you?",23
Mark,9,19,how long shall I suffer you?,23
Mark,9,19,bring him unto me.,11
Mark,9,21,How long is it ago since this came unto him?,20
Mark,9,23,"If thou canst believe, all things are possible to him that believeth.",43
Mark,9,25,"Thou dumb and deaf spirit, I charge thee, come out of him, and enter no more into him.",17
Mark,9,29,"This kind can come forth by nothing, but by prayer and fasting.",10
Mark,9,31,"The Son of man is delivered into the hands of men, and they shall kill him; and after that he is killed, he shall rise the third day.",5
Mark,9,33,What was it that ye disputed among yourselves by the way?,20
Mark,9,35,"If any man desire to be first, the same shall be last of all, and servant of all.",10
Mark,9,37,"Whosoever shall receive one of such children in my name, receiveth me: and whosoever shall receive me, receiveth not me, but him that sent me.",11
Mark,9,39,"Forbid him not: for there is no man which shall do a miracle in my name, that can lightly speak evil of me.",10
Mark,9,40,For he that is not against us is on our part.,11
Mark,9,41,"For whosoever shall give you a cup of water to drink in my name, because ye belong to Christ, verily I say unto you, he shall not lose his reward.",2
Mark,9,42,"And whosoever shall offend one of these little ones that believe in me, it is better for him that a millstone were hanged about his neck, and he were cast into the sea.",47
Mark,9,43,"And if thy hand offend thee, cut it off: it is better for thee to enter into life maimed, than having two hands to go into hell, into the fire that never shall be quenched:",32
Mark,9,44,"Where their worm dieth not, and the fire is not quenched.",27
Mark,9,45,"And if thy foot offend thee, cut it off: it is better for thee to enter halt into life, than having two feet to be cast into hell, into the fire that never shall be quenched:",32
Mark,9,46,"Where their worm dieth not, and the fire is not quenched.",27
Mark,9,47,"And if thine eye offend thee, pluck it out: it is better for thee to enter into the kingdom of God with one eye, than having two eyes to be cast into hell fire:",32
Mark,9,48,"Where their worm dieth not, and the fire is not quenched.",27
Mark,9,49,"For every one shall be salted with fire, and every sacrifice shall be salted with salt.",47
Mark,9,50,"Salt is good: but if the salt have lost his saltness, wherewith will ye season it?",20
Mark,9,50,"Have salt in yourselves, and have peace one with another.",47
Mark,10,3,What did Moses command you?,20
Mark,10,5,For the hardness of your heart he wrote you this precept.,10
Mark,10,6,But from the beginning of the creation God made them male and female.,10
Mark,10,7,"For this cause shall a man leave his father and mother, and cleave to his wife;",47
Mark,10,8,"And they twain shall be one flesh: so then they are no more twain, but one flesh.",43
Mark,10,9,"What therefore God hath joined together, let not man put asunder.",13
Mark,10,11,"Whosoever shall put away his wife, and marry another, committeth adultery against her.",47
Mark,10,12,"And if a woman shall put away her husband, and be married to another, she committeth adultery.",47
Mark,10,14,"Suffer the little children to come unto me, and forbid them not: for of such is the kingdom of God.",22
Mark,10,15,"Verily I say unto you, Whosoever shall not receive the kingdom of God as a little child, he shall not enter therein.",2
Mark,10,18,Why callest thou me good?,16
Mark,10,18,"there is none good but one, that is, God.",10
Mark,10,19,"Thou knowest the commandments, Do not commit adultery, Do not kill, Do not steal, Do not bear false witness, Defraud not, Honour thy father and mother.",46
Mark,10,21,"One thing thou lackest: go thy way, sell whatsoever thou hast, and give to the poor, and thou shalt have treasure in heaven: and come, take up the cross, and follow me.",17
Mark,10,23,How hardly shall they that have riches enter into the kingdom of God!,22
Mark,10,24,"Children, how hard is it for them that trust in riches to enter into the kingdom of God!",22
Mark,10,25,"It is easier for a camel to go through the eye of a needle, than for a rich man to enter into the kingdom of God.",22
Mark,10,27,"With men it is impossible, but not with God: for with God all things are possible.",43
Mark,10,29,"Verily I say unto you, There is no man that hath left house, or brethren, or sisters, or father, or mother, or wife, or children, or lands, for my sake, and the gospel's,",2
Mark,10,30,"But he shall receive an hundredfold now in this time, houses, and brethren, and sisters, and mothers, and children, and lands, with persecutions; and in the world to come eternal life.",47
Mark,10,31,But many that are first shall be last; and the last first.,43
Mark,10,33,"Behold, we go up to Jerusalem; and the Son of man shall be delivered unto the chief priests, and unto the scribes; and they shall condemn him to death, and shall deliver him to the Gentiles:",5
